,phrase,target
1638,This release is not an offer of securities for sale into the United States or elsewhere ,neutral
1639,829,neutral
1640,Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 % ,neutral
1641,The reductions will be concluded by autumn 2010 ,neutral
1642, and time scheduling and procurement services ,neutral
1643, Vodafone UK ,neutral
1644,The medium-term operative targets of the company remain unchanged ,neutral
1645, +358 400 817198 e-mail eila ,neutral
1646, the software licensing consortium led by Nokia ,neutral
1647,The shares shall be acquired according to the Rules of NASDAQ OMX Helsinki and otherwise according to the rules related to acquisition of the company 's own shares ,neutral
1648,Each share is entitled to one vote ,neutral
1649, bargain-priced games such as Rapala aim for a smaller audience ,neutral
1650, South Korea and Liechtenstein ,neutral
1651, the number of joint branch offices will total 170 ,neutral
1652, beginning in October 2009 ,neutral
1653,Amanda Capital has investments in 22 private equity funds and in over 200 unquoted companies mainly in Europe ,neutral
1654,The agreement includes the entire process of managing Mercator 's supply chain in all regions where the company is currently present ,neutral
1655, is a manufacturer of high quality safety glass products operating in Finland ,neutral
1656,The combined value of the planned investments is about EUR 30mn ,neutral
1657,The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki ,neutral
1658, and Phoenix ,neutral
1659, as well as products used in environmental protection ,neutral
1660, on the `` Webcast & Presentations '' tab ,neutral
1661,The platform would continue to be the development framework for Symbian and MeeGo ,neutral
1662, such as the Wonderware System Platform ,neutral
1663,The negotiations will concern the plant 's department producing winded roving that employs 10 people ,neutral
1664, Lutterworth ,neutral
1665, Kentucky and Ohio ,neutral
1666, with an annual turnover of NOK16 .4 bn ,neutral
1667, the +ï¿½+ï¿½nekoski paper mill remained in M-real 's ownership and continued Galerie Art production for Sappi under a long-term contract ,neutral
1668, 3 March 2011 About Cybercom The Cybercom Group is a high-tech consultancy that offers global sourcing for end-to-end solutions ,neutral
1669, that prepares proposals for matters to be decided or noted by the Board of Directors ,neutral
1670, giving a market cap of $ 827 million ,neutral
1671,M. and a Master of Business Administration MBA ,neutral
1672,Insurance policies should be simple ,neutral
1673, the company said ,neutral
1674, the participants should quote 877417 as conference ID ,neutral
1675, supply of special equipment and services for a calcination plant with two circulating fluid bed calciners ,neutral
1676,Investments in product development stood at 6.0 mln euro ( $ 8.8 mln ) ,neutral
1677, huh ,neutral
1678,The expansion is to be finalized in the autumn of 2009 ,neutral
1679,The divested activities had net sales of EUR 145.1 million in 2009 and an operating profit of EUR 8.9 million ,neutral
1680,The new organization consists of two business units : Charging & Messaging and Finance & Administration ,neutral
1681,Cargotec 's business areas also include the container handling solutions business area Kalmar and the marine cargo handling and offshore load handling solutions business area MacGREGOR ,neutral
1682, and $ 20 million worth of Cencorp shares to be issued to Savcor ,neutral
1683,The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk ,neutral
1684, the number of K shares will be 9 540 000 and the number of A shares 26 885 540 ,neutral
1685, hotels and factories for large international customers in different parts of the world ,neutral
1686,CS Cabot 's main consumers on the Czech and Slovak market are tires producers Barum Continental and Matador Continental ,neutral
1687, blue and red ,neutral
1688,000 new Ixonos shares ,neutral
1689,The financial statements release will be available after publishing on the Company 's internet pages at www.cargotec.com ,neutral
1690, the Board decided to appoint a Nomination Committee at a later stage ,neutral
1691, and unknown to him logged in with the first number ,neutral
1692, cabin and information management solutions for business aircraft operators ,neutral
1693, although that is where the company is growing ,neutral
1694, among others ,neutral
1695, but the transaction would not affect its financial results for 2009 as it was executed at fair value ,neutral
1696,Officials did not disclose the contract value ,neutral
1697, '' the company said ,neutral
1698,National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest ,neutral
1699, the color orange has become synonymous with quality ,neutral
1700,000 square metres and Stockmann 's investment in the project will have a price tag of about EUR 12 million ,neutral
1701,445 employees ,neutral
1702,The deal will have no significant effect on the acquiring company 's equity ratio ,neutral
1703,Symphony Services provides development services for Aldata GOLD ,neutral
1704,The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting ,neutral
1705,at 9:00 EET Alma Media 's Annual Report for 2009 is scheduled to be published in calendar week 9 ,neutral
1706,`` Our aim is to understand different traffic patterns based on the use of each building ,neutral
1707, Finland have developed novel markings and methods of producing the same ,neutral
1708, Inc. ,neutral
1709, is present in eleven countries ,neutral
1710, and the coating is ground . ',neutral
1711,The acquisition is expected to take place by the end of August 2007 ,neutral
1712, South-Africa and Japan ,neutral
1713,Residents access to the block is planned to be from Aleksandri Street ,neutral
1714, which will be completed in January 2008 ,neutral
1715,The maximum number of new shares to be offered is 22 million ,neutral
1716,The combined value of the orders is EUR 45mn ,neutral
1717, strategic and operational factors are considered ,neutral
1718, select which CV to attach and which covering letter is most appropriate for each position ,neutral
1719, 27.70 m breadth and 6.55 m design draught ,neutral
1720, which produces nonwovens used in medical and wipes applications as well as for the automotive industry ,neutral
1721,The order is related to renewing the network of the telecommunications operator ,neutral
1722,Financial terms were not disclosed ,neutral
1723, 39 % from Aspo Shipping and 25 % from Aspo Systems ,neutral
1724, Market Street and United Supermercado ,neutral
1725,The full-function PC weighs 1.25 kilograms and measures slightly more than two centimeters thin ,neutral
1726, within one week ,neutral
1727,The parties have therefore agreed to leave Avena out of the deal ,neutral
1728,The volume of investments in the two phases of the project is estimated at USD 300mn ( EUR 215.03 mn ) ,neutral
1729, Finland ,neutral
1730,Elcoteq expects its net sales for the last quarter of 2010 to be on the level of the third quarter ,neutral
1731, 51 % in telecom equipment producer Peter-Servis and a number of other minor assets ,neutral
1732,This includes a EUR 39.5 mn change in the fair value of investment properties ,neutral
1733,Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year ,neutral
1734,It is expected to be online by 2011 ,neutral
1735,The transaction is expected to be completed next spring ,neutral
1736,The sellers were EOSS Innovationsmanagement and a group of private individuals ,neutral
1737, technical and regulatory challenges operators are facing in their OSS today ,neutral
1738,ZAO YIT Moskovia builds housing in Moscow and its surrounding cities ,neutral
1739, the company said ,neutral
1740,Pharmaceutical market in Czech Republic Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Czech Republic ,neutral
1741,0,neutral
1742,Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland ,neutral
1743,The company has 120 employees and annual sales of approximately EUR16m ,neutral
1744,Valmet Automotive reports net sales of EUR 85mn and operating profit of EUR 8mn ,neutral
1745,`` These developments partly reflect the government 's higher activity in the field of dividend policy . ',neutral
1746,A paper mill in the central Maine town of Madison soon will have a new owner ,neutral
1747,It will provide heating in the form of hot water for the sawmill 's needs ,neutral
1748,IonPhasE 's second major owner is venture capital firm Aura Capital ,neutral
1749,The bridge will be 1.2 km long and is located between Anasmotet by the road E20 and the new traffic junction in Marieholm by the road E45 ,neutral
1750, if nothing else ,neutral
1751,Pertti Ervi is independent from the Company and its major shareholders ,neutral
1752,847,neutral
1753,Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 ,neutral
1754,The first of the two project phases is expected to be completed by the end of 2012 ,neutral
1755,Below are unaudited consolidated results for Aspocomp Group under IFRS reporting standards ,neutral
1756, new state-approved Mobile ID enables to cast votes in elections as well ,neutral
1757, and Gambro Renal Products ( CEO ) ,neutral
1758,The investment will be worth approximately EUR 100mn ,neutral
1759, Karhu 's 21.4 % ,neutral
1760,The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system ,neutral
1761,Finnish Raute Precision that supplies weighing and dosing systems and plants is changing its name to Lahti Precision ,neutral
1762, will transfer to CapMan effective no later than September 2008 ,neutral
1763, as well as Market Pulp and Energy ,neutral
1764, mainly in the US and Asia ,neutral
1765, Ill. ,neutral
1766,N-Viro operates processing facilities independently as well as in partnership with municipalities ,neutral
1767,Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations ,neutral
1768, 5 May 2010 ,neutral
1769, installation and commissioning ,neutral
1770,2009,neutral
1771, similar to `` touch and go '' cards used in transport systems ,neutral
1772, his responsibility area is extended from legal affairs to cover also mergers and acquisitions ,neutral
1773,A meeting of Glisten shareholders to vote on the bid will be held on 12 March ,neutral
1774,No financial details were disclosed ,neutral
1775, feature navigability and multi-modal routing such as via foot and ferry ,neutral
1776,`` Marimekko operates in an industry in which changes in the business climate are reflected in consumer demand ,neutral
1777,Rihko started to manage Raisio 's Benecol business in summer 2006 after heading tobacco company Altadis ' European operations ,neutral
1778, company said in a statement received by Lesprom Network ,neutral
1779,The power generated annually by Loviisa covers about 10 % of Finland 's electricity consumption ,neutral
1780, 2008 starting at 13.30 pm Finnish time ,neutral
1781, at the latest ,neutral
1782, as well as the rental and sale of modular space ,neutral
1783, he did not sell shares that he owns personally ,neutral
1784,The agreement is valid for four years ,neutral
1785,HK Ruokatalo 's target is to know the consumers ,neutral
1786,A total of $ 78 million will be invested in the project ,neutral
1787, Inc. : 5 534 626 shares representing 4.985 % of the share capital and voting rights ,neutral
1788, Germany and Benelux ,neutral
1789,The extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (TMLs)for their ore grades ,neutral
1790,Stichting Pensioenfonds ABP : 4 118 122 shares representing 5.19 % of the share capital and voting rights ,neutral
1791,`` We could be there ,neutral
1792,The employee negotiations are to address measures needed to adjust the operations to the present production situation ,neutral
1793,As a part of the agreement 10 employees from the John Deere Forestry documentation functions will transfer to DokuMentori Oy ,neutral
1794,2007,neutral
1795, Stora Enso holding in NewPage will remain unchanged ,neutral
1796,The serial bond is part of the plan to refinance the short-term credit facility ,neutral
1797,The intent of the article was to focus attention on the fact that the development model that China had followed was very different than the model that India had followed ,neutral
1798,Kemira 's partner in the project is St. Petersburg Water Works ,neutral
1799,The deal is subject to approval by the Norwegian competition authorities ,neutral
1800,Nordea was the cheapest also for a couple in their 30s with debt ,neutral
1801, Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions ,neutral
1802,25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m ,neutral
1803, and other processing plants ,neutral
1804,The arrangements do not apply to the group 's units outside Finland ,neutral
1805,523 shares ,neutral
1806,The order was valued at over EUR15m ,neutral
1807,Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 ,neutral
1808, profit amounted to EUR 20mn ,neutral
1809, after-treatment services and send out services ,neutral
1810, '' Artemyev said ,neutral
